income_above_50k,age,type_of_work,education,years_of_education,marital_status,occupation,race,sex,hours_per_week,home_country
0,26, Private, Bachelors,13, Never-married, Adm-clerical, White, Male,40, United-States
0,47, Private, Assoc-voc,11, Never-married, Other-service, White, Male,40, United-States
0,55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,17, Private, 5th-6th,3, Never-married, Other-service, White, Male,48, Mexico
0,30, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
0,49, Private, Masters,14, Never-married, Prof-specialty, White, Male,60, United-States
0,19, Private, HS-grad,9, Never-married, Sales, Black, Male,30, Haiti
0,45, Private, HS-grad,9, Married-civ-spouse, Other-service, Black, Male,40, United-States
0,26, Private, Assoc-acdm,12, Never-married, Sales, White, Male,40, United-States
1,38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States
0,33, Private, HS-grad,9, Never-married, Farming-fishing, White, Male,20, United-States
0,22, State-gov, Some-college,10, Never-married, Protective-serv, Black, Female,40, United-States
0,43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, White, Male,42, United-States
0,67, ?, 11th,7, Married-civ-spouse, ?, White, Male,8, United-States
0,30, ?, Assoc-voc,11, Divorced, ?, White, Female,40, United-States
0,56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, White, Male,25, Iran
0,31, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,25, United-States
1,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,26, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,40, United-States
1,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, White, Male,30, United-States
1,59, ?, Bachelors,13, Married-civ-spouse, ?, White, Male,40, United-States
1,38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,65, Private, 11th,7, Widowed, Other-service, Other, Male,40, United-States
1,40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Male,40, United-States
0,42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,35, United-States
0,26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, White, Male,40, Portugal
0,36, Private, 10th,6, Married-civ-spouse, Other-service, White, Female,24, United-States
1,62, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, White, Male,45, United-States
1,43, Private, Bachelors,13, Divorced, Exec-managerial, White, Male,45, United-States
0,22, Private, HS-grad,9, Married-spouse-absent, Sales, White, Male,55, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,45, United-States
0,22, Private, Assoc-acdm,12, Never-married, Sales, White, Female,15, United-States
1,57, Private, Bachelors,13, Divorced, Exec-managerial, White, Female,45, United-States
0,39, Private, HS-grad,9, Divorced, Sales, White, Female,40, United-States
0,26, Federal-gov, Some-college,10, Never-married, Adm-clerical, White, Female,15, United-States
0,17, Private, 11th,7, Never-married, Other-service, White, Male,10, United-States
1,40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, White, Male,38, United-States
0,45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States
0,44, Private, HS-grad,9, Never-married, Craft-repair, Black, Male,40, United-States
0,20, Local-gov, Some-college,10, Never-married, Adm-clerical, White, Female,10, United-States
0,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Female,40, United-States
0,23, Private, Some-college,10, Never-married, Sales, White, Male,40, United-States
0,46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, White, Male,30, United-States
0,38, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,50, United-States
0,54, Private, HS-grad,9, Divorced, Transport-moving, White, Male,40, United-States
0,46, Private, 5th-6th,3, Divorced, Craft-repair, White, Female,45, United-States
0,25, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,46, Private, Some-college,10, Divorced, Sales, White, Female,40, United-States
0,36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, White, Female,40, United-States
0,23, Private, HS-grad,9, Never-married, Other-service, White, Female,25, United-States
0,29, Private, HS-grad,9, Separated, Machine-op-inspct, White, Male,40, United-States
1,44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,6, United-States
0,19, Private, Some-college,10, Never-married, Adm-clerical, White, Female,16, United-States
0,19, Private, HS-grad,9, Never-married, Other-service, White, Female,40, United-States
1,35, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Female,40, United-States
0,27, Private, Bachelors,13, Never-married, Craft-repair, White, Male,50, United-States
0,46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, White, Male,40, United-States
1,34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, ?
0,34, Private, HS-grad,9, Never-married, Other-service, White, Female,35, United-States
0,44, Private, Some-college,10, Married-civ-spouse, Tech-support, White, Male,40, United-States
0,45, Private, Some-college,10, Divorced, Handlers-cleaners, White, Female,40, United-States
0,20, ?, HS-grad,9, Never-married, ?, White, Female,35, United-States
1,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
1,52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,20, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,40, United-States
0,28, Private, Some-college,10, Never-married, Other-service, White, Female,40, United-States
1,50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, White, Male,40, United-States
0,34, Private, Assoc-voc,11, Divorced, Tech-support, White, Female,64, United-States
0,28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Other, Male,40, Puerto-Rico
1,41, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,65, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,25, United-States
1,28, ?, Some-college,10, Married-civ-spouse, ?, White, Female,40, United-States
0,32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,41, Local-gov, Some-college,10, Divorced, Other-service, Black, Female,24, United-States
0,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Female,40, United-States
0,33, Private, Some-college,10, Divorced, Exec-managerial, White, Female,40, United-States
1,46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
1,35, Private, 12th,8, Divorced, Craft-repair, White, Male,50, United-States
0,52, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico
0,30, Private, 11th,7, Never-married, Other-service, White, Female,19, United-States
0,34, Local-gov, 11th,7, Separated, Machine-op-inspct, Black, Male,40, United-States
0,34, State-gov, HS-grad,9, Divorced, Transport-moving, White, Female,40, United-States
0,20, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,30, United-States
0,17, Private, 11th,7, Never-married, Handlers-cleaners, White, Male,18, United-States
1,32, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,40, United-States
0,29, Private, HS-grad,9, Divorced, Farming-fishing, White, Male,40, United-States
0,33, Private, 10th,6, Never-married, Craft-repair, White, Female,35, United-States
0,25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States
0,36, Federal-gov, Masters,14, Never-married, Prof-specialty, White, Male,40, United-States
0,23, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Male,72, Dominican-Republic
1,63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,80, ?, HS-grad,9, Widowed, ?, White, Male,24, United-States
0,17, ?, 11th,7, Never-married, ?, White, Male,40, United-States
0,40, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, White, Female,40, United-States
1,30, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, White, Female,25, United-States
0,27, Private, Some-college,10, Never-married, Craft-repair, Asian-Pac-Islander, Male,40, Philippines
1,33, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,34, Local-gov, HS-grad,9, Never-married, Farming-fishing, Black, Male,60, United-States
0,34, Local-gov, Some-college,10, Never-married, Protective-serv, White, Female,40, United-States
0,23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,40, United-States
0,29, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States
0,45, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,28, United-States
0,24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, White, Male,40, United-States
1,44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,27, Private, 9th,5, Never-married, Craft-repair, White, Male,40, Mexico
0,20, Private, Some-college,10, Never-married, Sales, White, Male,35, United-States
0,44, Private, HS-grad,9, Widowed, Exec-managerial, Black, Female,40, United-States
0,51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States
0,20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,17, ?, 11th,7, Never-married, ?, White, Female,5, United-States
0,19, Private, HS-grad,9, Never-married, Machine-op-inspct, Black, Female,40, United-States
1,45, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,55, United-States
1,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Black, Male,40, ?
1,44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, White, Female,40, United-States
1,40, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, United-States
0,30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Female,40, United-States
0,38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Black, Male,50, United-States
0,23, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States
0,32, ?, Some-college,10, Married-civ-spouse, ?, White, Male,40, United-States
0,44, Private, Assoc-acdm,12, Never-married, Farming-fishing, White, Male,40, United-States
0,54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Black, Male,40, United-States
0,32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,50, Private, 1st-4th,2, Married-spouse-absent, Craft-repair, White, Male,40, United-States
0,24, Private, Bachelors,13, Never-married, Tech-support, White, Female,20, United-States
0,37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,60, United-States
0,52, Private, HS-grad,9, Divorced, Transport-moving, White, Male,40, United-States
0,38, Private, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States
1,49, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
1,30, Private, Bachelors,13, Married-civ-spouse, Tech-support, White, Female,16, United-States
1,60, Private, Some-college,10, Never-married, Prof-specialty, White, Male,40, United-States
0,22, ?, Some-college,10, Never-married, ?, White, Male,40, United-States
0,35, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
0,30, Private, HS-grad,9, Never-married, Transport-moving, White, Male,60, United-States
0,67, Private, Assoc-voc,11, Divorced, Other-service, White, Female,24, United-States
0,46, Private, Bachelors,13, Never-married, Craft-repair, White, Female,40, United-States
0,17, Private, 9th,5, Never-married, Other-service, White, Male,6, United-States
0,22, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,30, United-States
0,27, Private, 10th,6, Never-married, Other-service, White, Male,40, United-States
0,23, Private, HS-grad,9, Never-married, Other-service, White, Female,35, United-States
0,33, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, White, Male,45, Portugal
0,43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,20, United-States
0,28, State-gov, Bachelors,13, Never-married, Prof-specialty, White, Male,20, United-States
0,41, Private, HS-grad,9, Married-spouse-absent, Craft-repair, White, Female,40, United-States
0,52, ?, 12th,8, Never-married, ?, Black, Male,40, United-States
0,25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Black, Female,20, United-States
0,63, ?, 1st-4th,2, Married-civ-spouse, ?, White, Male,35, United-States
0,59, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States
0,45, Local-gov, Bachelors,13, Divorced, Prof-specialty, White, Female,40, United-States
1,38, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,60, United-States
0,40, Private, HS-grad,9, Never-married, Other-service, White, Female,35, United-States
0,46, Federal-gov, HS-grad,9, Divorced, Adm-clerical, White, Male,40, United-States
0,35, Private, Assoc-acdm,12, Never-married, Exec-managerial, White, Female,60, United-States
0,34, Private, HS-grad,9, Divorced, Prof-specialty, White, Female,25, United-States
